,label,text
195,1,גם קצב דיבר קשקושים לפני העקירה מגוש קטיף וה ׳ דאג להוציא קלונו ברבים .
196,0,שבת שלום לך אדוני הנשיא ולימים טובים יותר
197,0, רק בריאות והצלחה רבה  
198,0,קצר לעניין ונוגע בלב כולם .
199,0,בהצלחה כבוד הנשיא !!! שמחתי על בחירתך
200,0,מתה עליו !
201,0,כל הכבוד לך כבוד הנשיא . יישר כוח . אורך ימים ושנות חיים יוסיפו לך בזכות המצוה הזאת .
202,0,בהצלחה רבה !
203,0,כל כל כואב שהחיים נגדעו בטרם עת
204,1, הנשיא מחזק את הקול השמאלני  שהתבוללות איננה מדאיגה אותו . 
205,0,זהו דמוקרט !!! גם אם חולק על דעתם הוא אינו פוסל אותה . כבוד לכולנו !
206,0,גאים בך בהצלחה !
207,0,אדוני הנשיא שבת שלום בבקשה אולי ינסו לשכנע אותך אבל אל תיתן חנינה או הקלה למחבלים ערבים רוצחים
208,1,תתבייש
209,0,הרפיסות וההססנות הם שהביאו למותו ! ישראל נזהרת על תושבי עזה ומקריבה את תושביה לרצחנות האויב !
210,1, כבוד הנשיא החדש  אתה עוד לצייר על המשפט הזה . מה אתה מעדיף את זיבוטינסקי או את התורה .... 
211,0,כל הכבוד כבוד הנשיא היקר
212,0,זה היה ברור מאליו יחי ראובן רבלין נשיא מדינת ישראל בהצלחה רבה ביבי תפרגן לו מגיע לו
213,1,לא יפה
214,0,מזל טוב ! תמשיך את דרכו המוצלחת והמכובדת של שמעון פרס . יחי
215,0,זה מזכיר לי את המערכון שבו השתתף רובי ריבלין
216,1, כבוד הנשיא עדיף שתשתוק זה לא נותן כבוד גדול לתמוך בנישואים של יהודיה ומוסלמי  בטח לא בימים כאלו ! 
217,0,שבת של שקט ושלווה ולא להפקיר את הדרום לנשיא מדינת ישראל האהוב
218,0,ילד מקסים ! אוהבים אותך
219,0,מקבים
220,0,תזכורת לשיגרה נורמלית ! שבת-שלום ומבורך לך ולכל עם-ישראל !
221,0,רובי איש שלנו של העם . תדאג שלא ינהלו לנו בגצ את המדינה אלא הדמוקרטיה הנקיה . מספיק עם מינוי דופטים יפי נפש .
222,0, ואנו רוצים לאחל לך שתצליח בגדול בבחירות לנשיאות  כי רק לך מתאים 
223,0,כל הכובד הנשיא סבא
224,0,שבת מבורכת ונעימה.אני מייחלת שתזכה בתפקיד הרם והנשגב נשיא מדינת ישראל . בהצלחה !!!
225,0,ורובי ידידי היקר . אתה לא נכנס לאף נעל של מישהו אחר . יש לך את הנעליים שלך ואת החזון והממלכתיות שלך
226,0,לא יאמן - הקלות הבלתי נסבלת של הטלת פצצות מוות שאינן בוחלות בקורבנותיהן . יהי זכרו ברוך לעד
227,1, תומר  הוא גם ככה שחור למדיי ... אוליי מחפש להכניס ערביה לחייו האישיים . 
228,0,שבת שלום לך ...
229,0,שבת שלום נשיא מדינת ישראל !
230,0,המון הצלחה לכבוד הנשיא !
231,0," פשוט לא נתפס ... הי""ד "
232,1,שנים אני מחכה שתבחר לנשיא כל כך שמחתי שבסוף נבחרת ועכשיו אני מאוד מצטער ! נשיא יהודי שמעודד התבוללות !
233,0,יהי זכרו ברוך 
234,0,תצליח.ברכות מכל הלב והערכה על יושר ואמינות תמשיך לתצליח בעזרת השם
235,1,עוד מעט הוא ינאום המצעד הגאווה
236,0, שבת שלום אדוני הנשיא ב ״ ה בשרות טובות  והבנים ישבו אמן 
237,0,גאה בבחירתך עלה והצלח
238,1," אומרים כן לגזענות  בית""ר טהורה לעד !! Avi Hadad אבי בוארון Oved Levi "
239,0,עצוב מאוד .
240,0,אני רוצה לאחל לך אדוני שבת שקטה והצלחה בבחירות לנשיאות אתה אדם ראוי ואני מאוד מעריך ומעריץ אותך
241,0,רובי אתה בהתחלה תהיה עדין
242,0,בהצלחה אדוני
243,0,שבת שלום ומבורכת לך ולכל בני ביתך אדוני הנשיא .
244,0, מרוב שאני נרגשת ומעריכה אותו באותה נשימה  אני מפחדת לומר מילה טובה ואולי לגלות שטעיתי . 
245,0, תודה לך  רובי ריבלין  על האומץ ועל הראות למרחוק 
246,0,בהצלחה
247,0,נהדר הרבה בריאות
248,0,אני אוהבת את העניים שלך-הן משדרות טוב . שיהיה לך בהצלחה !!!!
249,0,אמן שיהיה שלום בכל העולם ויהיה אהבה ולא שנאה בעולם
250,1,מה נסגר עם כבוד הנשיא .. מה עם לחשוב מה עובר על המשפחה של הנערה ... זהו יום אבל ..
251,0,מאחלת לך הרבה נחת .
252,0,שבוע טוב אדוני הנשיא ובהצלחה !!!
253,0,בהצלחה מרובה לך כבוד הנשיא אנחנו העם הפשוט תרתי משמע מאמינים שתהיה לנו לעזר
254,0,אמן
255,0," ילד כ""כ קטן  עצוב  מאוד כואב "
256,1,ואתה בשבילי צבוע.הייתה ותיהיה.ואתה מבחינתי בתור יהודי מאמין אתה לא הנשיא שלי .
257,0," הסרט אינוויקטוס  בכיכובו של מורגן פרימן  אדוני הנשיא . ספורט איחד את דרא""פ . "
258,0,יש נשיא בירושלים !!
259,0,איש יקר !!! ראה ברכה בעמלך ותצליח בכל עשייה !
260,0,יהי זכרו ברוך .... האל יקום דמו .
261,0,כל הכבוד על מידת הסובלנות !
262,1,ומשה רבינו כתב ובגויים לא תתחתו לא להתערבב עם גויים את זה אתה מעודד אוי לנו לנשיא כזה
263,0,כבוד הנשיא ..... שאפו . חבל שרק אתה יצאת בעד . חבל שלמנהיגים אחרים אין אומץ . מזל גדול שלך יש .
264,0,כואב הלב . יהי זכרו ברוך .
265,1, נשיא במדינת ישראל בעד התבוללות  בושה וכלימה ! 
266,0,אמן בעה כבוד הנשיא אתה אוהב מאוד את ירושלים הלואי בעה יבנה בית המיקדש
267,1," זה בטח לא יהיה  "" כדת משה וישראל "" "" """
268,1,מה אתה עושה כנגד נתונים של 56 אחוזי התבוללות בארה ״ ב ?
269,0,הכי טבעי שתחליף את שמעון !!! המון בהצלחה !!! כולי אמונה שתייצג אותנו בכבוד !!!!
270,0,חג שמח אדוני הנשאי
271,0,איזה צניעות - !
272,0, שבת שלום  כבוד הנשיא הנבחר ! Tzahit Greenfield 
273,0,מרגשת ומקבימה האישה שלצידו . בהצלחה רובי היקר !
274,1,רובי הנשיא עזוב אותך דיבורים .. היום מה עושים הברזל חם צריך לתת בראש
275,0,אמן יחי חופש הביטוי והדמוקרטיה . כל אדם צריך לעשות את שחפץ לבו
276,0,אמן ...
277,0,במדינה דמוקרטית ישנה זכות להפגין נגד זה במדינה שהיא גם יהודית ישנה חובה להפגין נגד זה .
278,1,קרן צריך למחות ומי שלא מוחה נותן לזה יד .. אז תבואי לנו במילים מכובסות כמו הנשיא המעפן הזה..בואו נכבד אותם !
279,0,ת.נ.צ.ב.ה . שובר הלב
280,0,כואב הלב
281,0,שבת שלןם ובהצלחה
282,0,יהי זכרו ברוך
283,1,שמאלני
284,0,אמן ואמן !
285,0,הלב שלי נקרע
286,0, מתוקה    חג שמח לנשיא שלנו ולכל משפחתך ומושב עין שריד השכן שלנו ב  ה  צ  ל  ח  ה 
287,1, קריקטורה פרי עטו של בן המשפחה  העיתונאי והקריקטוריסט רענן לוריא 
288,1," ידוע שהוא נבחר לתפקיד  "" הפרזידנט "" "" בזכות קולות הערבים האנטישמים """
289,0,סליחה כבוד הנשיא שאני חולק עליך אבל הפסוק המדוייק ( והנכון ) הוא : כל המציל נפש אחת - מישראל ...
290,0, כבוד לאיש  כבוד הנשיא  אתה איש ( כ ) לבבי . כל טוב 
291,0,בעזרת האל וישועתו . שבת שלום אדוני
292,0,כמה טוב לנו שאתה הנשיא .
293,0,שבת שלום ומבורכת הכי אחי ואהבת לרעך כמוך !
294,0,דמעות חונקות את כתפי
295,0,בלה בלה בלה
296,1,האם הם מרגישים חלק מישראל ומוכנים להיות נאמנים לה ? בספק . ראינו את זה לפני ימים ספורים ובכל יום
297,0,בהצלחה : )
298,0, מילים מתוקות ... תודה . שבת שלום  בידידות מהצפון . 
299,0,שבת שלום ובשורות טובות אמן
300,1,לבטל את מוסד הנשיאות ... דחוף .... מיותר ... בזבוז כספי ציבור ...
301,0,תפילות זה נפלא ...... אבל שכל אותם גורמים יפעילו את הלחץ המתבקש !!!!!!!!!!!!!!
302,0,ישתבח לבורא יש לנו משיא חדש
303,0,מרגש מאוד המון המון בהצלחה אכן איש ראוי לייצג אותנו נאמנה !!! ׳
304,0, איזה כיף שיש לנו נשיא שכזה  מלא אהבה לזולת ( ולבעלי חיים ) מלא רוך רגישות ובעיקר ענווה מזל טוב ויחי נשיא מדינת ישראל 
305,0,אנא תמסור לראש הממשלה .... נראה שהוא לא קולט את המסר ...
306,0,אוהבים אותך אדוני הנשיא ! : )
307,1, נשיא מדינתנו היתחלת ברגל שמאל  איכסס סודה שאתה מיזדהה עם דבר כזה . עוגות מתיפייף 
308,0,מקסים ביותר !
309,0,ראוי לתפקיד .
310,1," תפסיק לעודד נשואי  "" תערובת "" "" . """
311,0, מהימנית  שמורידה לפניך את כל הכובעים שלה . 
312,0,רובי מאמינים לך אתה פוליטקאי ישר ואמין אני שמח שנבחרת ואין לי ספק שתהיה ממלכתי
313,0,כבוד הנשיא ראובן רבלין . יישר כוח !!!
314,0,שפו ענק לך כבוד הנשיא ...
315,1, תופעה שפשתה בתוכנו  לא פשטה  כבוד הנשיא . 
316,0,מחזיקים אצבעות
317,0,מקסים !! איזה זוג יפה
318,0, רובי  אתה ראוי !!!!!!!!! 
319,0,שבת שלום אדוני הנשיא - שמילותיך תהיינה המציאות שלנו
320,0,הרבה הצלחה בעזרת השם לנשיא החדש שלנו ריבלין
321,0, השם ינקום דמו  
322,0,רובי אנחנו אוהבים אותך אתה האדם הנכון במקום הנכון קווינו והתפללנו ותפילתנו אכן התקבלה והתגשמה
323,0, אני שמחה מאוד על בחירתך  יש בך איזון נכון בין רגש  הומור וערכים טובים . 
324,1,מאוכזב ממך ... שאתה תעודד התבוללות ??? בושה לי .. אם הבת שלך היית מתחתנת עם מחמוד היית קובר את עצמך כבוד הנשיא
325,0,שבת שלום אדם יקר
326,0,כל הכבוד לדולינסקי שנתן את הנשמה ישר כח ובריאות ! יחי נשיא מדינת ישראל .
327,0, מילים מרגשות מאוד  בהצלחה בבחירות לנשיאות . 
328,1,האם אתה מאחל שבת שקטה גם לפואד ? מה דעתך על התלונה שהגישו נגדו והכניסו אותו לצרות
329,0,לקרוא חלק מהתגובות ולהקיא
330,0, כבוד הנשיא שלי שבת שלום לך ולכל משפחתך . ואל תשתנה תשאר אותו רובי עממי  ענו  צנוע ואוהב 
331,0, יישר כח כבוד הנשיא  אותי כבשת ! 
332,0," היינו במתח גדול אתמול ב""ה נגמר מצוין . אתה הנשיא שאני ורוב העם רצה . וה' ? נענה לתפילותינו . יחי נשיא מדינת ישראל . "
333,0,הבחור הכי מתאים להיות נשיא
334,0,כל כך עצוב
335,0,לרובי ריבלין הנשיא הבא מזל טוב ובהצלחה אדם ראוי לתפקיד נעלה זה
336,1,שכל הערבים ילכו כפרה על כל עם ישראל
337,0, כבוד הנשיא  האיש הנכון במקום הנכון בזמן הנכון . בהצלחה . 
338,0,כואב הלב
339,1,סראבק ערס חפרתם על זה יבני זונות וראדי עוד יותר בן זונה פוליטיקאים מסריחים שמחפשים במה
340,0,מרגש 
341,0,אחלה נשיא העם
342,0,שבת שלום הנשיא הבא של ישראל
343,0,יהיי זכרו ברוך
344,1,רובי ריבלין נשיא תמים הוא לא מבין את אויבנו רובי תבו אני יתן לך שיעור ביהדות יהדות ורק אחר כך דמוקרטיה וכל החרטה
345,0,אני אוהבת איך שנחמה אוהבת את רובי
346,0,שבת של שלום ולנו היא .
347,0,תיבת הדואר מעידה על האדם .
348,0,כיצד ניתן ליצור קשר לבקשות מיוחדות ? תודה רבה
349,1,ובתור נשיא *
350,0,בהצלחה לך אדוני הנשיא החדש של מדינת ישראל מר רובי ריבלין .
351,0,כבוד הנשיא רובי ריבלין אוהבים אותך כל עם ישראל
352,1, נשיא מטומטם וצבוע  הלוואי על הנכדות שלך חתן ערבי יא נעל 
353,1,אין אמונה ברוצח ילדים ברמאלה
354,1,אמירם אולי גם לעודד בנות ישראל להיתחתן עים ערבים ולסיים הסיכסוך מה אתא אומר ?
355,0,אוהבים אותך אדוני הנשיא
356,0,שבת שלום אדוני הנשיא . יישר כוח על הוורט
357,0,אמן ואמן
358,0,סבא'לה רובי היקר אין אושר גדול יותר מהנכדים שלנו !!!
359,0,גם נשיא וגם מבין בכדור רגל רק חבל שהוא לא היה שר התרבות והספורט אולי היינו מגעים למונדיאל
360,1, אז מה כבוד הנשיא  אתה בעד התבוללותו של עם ישראל  האם סוף סוף אתה מגלה לנו את פרצופך האמיתי ? מתבייש בך ! 
